[Input ID],Gene_desc,Score,Ratio H/L normalized,Intensity,logint,logRatio,[source_id],[Product Description],[# TM Domains],[SignalP Peptide]2
Tb927.10.9240,"gene_product=Tir chaperone protein (CesT) family, putative",15.493,0.93459,1304100,14.08102371,-0.097594494,Tb927.10.9240:mRNA,"Tir chaperone protein (CesT) family, putative",0,0
Tb927.11.9730,"gene_product=60S ribosomal protein L34, putative",14.589,0.93406,9627800,16.0801653,-0.098412869,Tb927.11.9730:mRNA,"60S ribosomal protein L34, putative",0,0
Tb927.2.2440,gene_product=proteasome regulatory non-ATPase subunit 6,87.171,0.93375,27683000,17.13632906,-0.098891757,Tb927.2.2440:mRNA,proteasome regulatory non-ATPase subunit 6,0,0
Tb927.4.3150,"gene_product=hypothetical protein, conserved",12.098,0.93346,2091600,14.55343988,-0.099339893,Tb927.4.3150:mRNA,"hypothetical protein, conserved",0,0
Tb927.9.8420,gene_product=QM-like protein,55.476,0.93345,10252000,16.14298337,-0.099355348,Tb927.9.8420:mRNA,QM-like protein,0,0
Tb927.8.6930,"gene_product=serine/threonine-protein kinase NRKB, putative",25.809,0.93344,1193200,13.99214933,-0.099370804,Tb927.8.6930:mRNA,"serine/threonine-protein kinase NRKB, putative",0,0
Tb927.9.3630,"gene_product=BSD domain containing protein, putative",27.626,0.93339,1118400,13.92740965,-0.099448084,Tb927.9.3630:mRNA,"BSD domain containing protein, putative",0,0
Tb927.8.3150,"gene_product=T-complex protein 1, gamma subunit, putative",69.739,0.93259,17985000,16.70504864,-0.100685135,Tb927.8.3150:mRNA,"T-complex protein 1, gamma subunit, putative",0,0
Tb927.11.8180,"gene_product=hypothetical protein, conserved",46.027,0.93184,3026900,14.92304955,-0.101845834,Tb927.11.8180:mRNA,"hypothetical protein, conserved",0,0
Tb927.4.2740,"gene_product=p25-alpha, putative",7.9802,0.93138,857460,13.66172981,-0.102558192,Tb927.4.2740:mRNA,"p25-alpha, putative",0,0
Tb927.9.12630,"gene_product=glycerol kinase, glycosomal",87.111,0.93074,50913000,17.74562885,-0.103549884,Tb927.9.12630:mRNA,"glycerol kinase, glycosomal",0,0
Tb927.8.7490,gene_product=symplekin,9.5056,0.93044,388600,12.87030582,-0.104014975,Tb927.8.7490:mRNA,symplekin,0,0
Tb927.7.4960,"gene_product=hypothetical protein, conserved",31.317,0.93019,911590,13.72294561,-0.104402665,Tb927.7.4960:mRNA,"hypothetical protein, conserved",0,0
Tb927.7.3510,"gene_product=hypothetical protein, conserved",17.965,0.93008,2208600,14.60786939,-0.104573281,Tb927.7.3510:mRNA,"LSU ribosomal protein, mitochondrial, putative",0,0
Tb927.9.10710,"gene_product=elongation factor 1-alpha, putative",15.594,0.92993,1194100,13.99290332,-0.104805973,Tb927.9.10710:mRNA,hsp70 subfamily B suppressor 1,0,0
Tb927.10.3580,"gene_product=hypothetical protein, conserved",3.1119,0.92987,424020,12.9575359,-0.10489906,Tb927.10.3580:mRNA,"Mitochondrial SSU ribosomal protein, putative",0,0
Tb927.5.4330,"gene_product=dihydrolipoamide branched chain transacylase, putative",18.33,0.92931,5997000,15.6067699,-0.105768163,Tb927.5.4330:mRNA,"dihydrolipoamide branched chain transacylase, putative",0,0
Tb927.7.5680,"gene_product=deoxyribose-phosphate aldolase, putative",3.9775,0.92907,5393700,15.50074216,-0.106140796,Tb927.7.5680:mRNA,"deoxyribose-phosphate aldolase, putative",0,0
Tb927.4.5040,"gene_product=dihydrolipoamide dehydrogenase, putative",10.822,0.92861,1086700,13.89865614,-0.106855278,Tb927.4.5040:mRNA,dihydrolipoamide dehydrogenase,0,0
Tb927.6.4530,"gene_product=RNA-binding protein, putative",26.307,0.92858,8262700,15.92726197,-0.106901887,Tb927.6.4530:mRNA,"RNA-binding protein, putative",0,1
Tb927.5.1510,"gene_product=hypothetical protein, conserved",5.9251,0.92802,737740,13.51134674,-0.107772197,Tb927.5.1510:mRNA,"Mitochondrial SSU ribosomal protein, putative",0,0
Tb927.11.8290,"gene_product=DIS3-like exonuclease, putative",9.4566,0.92777,2161300,14.58622045,-0.108160898,Tb927.11.8290:mRNA,"DIS3-like exonuclease, putative",0,0
Tb927.6.1410,"gene_product=hypothetical protein, conserved",2.6609,0.92774,491930,13.10609171,-0.10820755,Tb927.6.1410:mRNA,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative",0,0
Tb927.8.7380,"gene_product=dihydrolipoamide dehydrogenase, point mutation",62.134,0.92754,2400800,14.69131257,-0.108518596,Tb927.8.7380:mRNA,"dihydrolipoamide dehydrogenase, point mutation",0,0
Tb927.9.6510,"gene_product=hypothetical protein, conserved",12.433,0.92704,5426500,15.50680492,-0.109296505,Tb927.9.6510:mRNA,"Mitochondrial SSU ribosomal protein, putative",0,0
Tb927.11.4420,"gene_product=hypothetical protein, conserved",3.6487,0.92695,551250,13.21994371,-0.109436573,Tb927.11.4420:mRNA,"hypothetical protein, conserved",0,0
Tb927.6.1880,"gene_product=aspartyl-tRNA synthetase, putative",43.436,0.92683,4995100,15.42396799,-0.109623352,Tb927.6.1880:mRNA,"aspartyl-tRNA synthetase, putative",0,0
Tb927.6.1200,"gene_product=Polyadenylation mediator complex protein PAMC2, putative",15.069,0.92681,1783400,14.39403221,-0.109654484,Tb927.6.1200:mRNA,"Polyadenylation mediator complex protein PAMC2, putative",0,1
Tb927.10.11760,gene_product=pumilio/PUF RNA binding protein 6,36.408,0.92668,8003300,15.89536451,-0.10985686,Tb927.10.11760:mRNA,pumilio/PUF RNA binding protein 6,0,0
Tb927.5.2080,gene_product=GMP reductase,63.746,0.92662,13083000,16.38682424,-0.109950273,Tb927.5.2080:mRNA,GMP reductase,0,0
Tb927.10.9740,gene_product=Regulatory particle triple-A ATPase subunit 6,75.164,0.92589,31698000,17.27176415,-0.11108729,Tb927.10.9740:mRNA,Regulatory particle triple-A ATPase subunit 6,0,0
Tb927.3.2150,"gene_product=protein phosphatase 2C, putative",84.286,0.92566,13363000,16.40800025,-0.111445714,Tb927.3.2150:mRNA,"protein phosphatase 2C, putative",0,0
Tb927.11.11330,gene_product=heat shock protein 70,239.31,0.92564,325310000,19.60028913,-0.111476885,Tb927.11.11330:mRNA,heat shock protein 70,0,0
Tb927.1.3010,"gene_product=mRNA processing protein, putative",13.751,0.92564,4507000,15.3211423,-0.111476885,Tb927.1.3010:mRNA,"mRNA processing protein, putative",0,1
Tb927.11.3510,"gene_product=hypothetical protein, conserved",3.6108,0.92542,814880,13.61079614,-0.111819816,Tb927.11.3510:mRNA,"hypothetical protein, conserved",0,0
Tb927.7.4890,gene_product=Present in the outer mitochondrial membrane proteome 34,9.9922,0.92472,1728600,14.36282239,-0.112911503,Tb927.7.4890:mRNA,Present in the outer mitochondrial membrane proteome 34,1,1
Tb927.6.2230,gene_product=RGG protein,17.521,0.9245,2511100,14.73623146,-0.113254775,Tb927.6.2230:mRNA,RGG protein,0,0
Tb927.10.6130,"gene_product=hypothetical protein, conserved",3.3272,0.92399,477480,13.07627755,-0.114050857,Tb927.10.6130:mRNA,"hypothetical protein, conserved",0,0
Tb927.7.7070,"gene_product=MYND finger, putative",38.814,0.92226,2324100,14.65884343,-0.116754568,Tb927.7.7070:mRNA,"MYND finger, putative",0,0
Tb927.11.10910,"gene_product=40S ribosomal protein SA, putative",41.622,0.92158,17738000,16.69121979,-0.117818687,Tb927.11.10910:mRNA,"40S ribosomal protein SA, putative",0,0
Tb927.5.760,"gene_product=cell cycle sequence binding phosphoprotein (RBP33), putative",9.784,0.92062,2819700,14.85214105,-0.11932231,Tb927.5.760:mRNA,"cell cycle sequence binding phosphoprotein (RBP33), putative",0,0
Tb927.3.2050,"gene_product=hypothetical protein, conserved",9.106,0.91919,1287300,14.06805756,-0.121564992,Tb927.3.2050:mRNA,Minicircle replication factor 172,0,1
Tb927.3.5520,gene_product=26S proteasome regulatory non-ATPase subunit,71.234,0.91917,16302000,16.60679836,-0.121596383,Tb927.3.5520:mRNA,26S proteasome regulatory non-ATPase subunit,0,0
Tb927.11.3280,"gene_product=Kinesin-13 5, putative",16.396,0.91888,2979700,14.90733318,-0.122051628,Tb927.11.3280:mRNA,"Kinesin-13 5, putative",0,0
Tb11.v5.0810,"gene_product=glutamyl-tRNA synthetase, putative",19.892,0.91728,644070,13.37556269,-0.124565911,Tb11.v5.0810.1,"glutamyl-tRNA synthetase, putative",0,0
Tb927.6.2860,"gene_product=WD domain, G-beta repeat, putative",17.861,0.91728,930640,13.7436278,-0.124565911,Tb927.6.2860:mRNA,"WD domain, G-beta repeat, putative",0,0
Tb927.11.2280,"gene_product=BRO1-like domain/ALIX V-shaped domain binding to HIV, putative",35.651,0.9167,17743000,16.69150163,-0.125478421,Tb927.11.2280:mRNA,"BRO1-like domain/ALIX V-shaped domain binding to HIV, putative",0,0
Tb927.7.5090,"gene_product=condensin complex subunit 2, putative",29.505,0.91656,4374500,15.29130279,-0.125698769,Tb927.7.5090:mRNA,"condensin complex subunit 2, putative",0,0
Tb927.10.5340,"gene_product=40S ribosomal protein S18, putative",38.419,0.91638,9001600,16.0129129,-0.125982123,Tb927.10.5340:mRNA,"40S ribosomal protein S18, putative",0,0
Tb927.10.9400,"gene_product=branch point binding protein, putative",7.0495,0.91606,809130,13.60371488,-0.126486,Tb927.10.9400:mRNA,splicing factor 1,0,0
Tb927.10.13250,"gene_product=hypothetical protein, conserved",21.53,0.91602,1422700,14.16806703,-0.126548997,Tb927.10.13250:mRNA,"hypothetical protein, conserved",0,0
Tb927.9.1850,"gene_product=60S ribosomal protein L35, putative",10.089,0.91556,3181300,14.97280048,-0.127273661,Tb927.9.1850:mRNA,"60S ribosomal protein L35, putative",0,0
Tb927.1.1580,"gene_product=electron transport protein SCO1/2, putative",5.135,0.91528,1016800,13.832171,-0.127714939,Tb927.1.1580:mRNA,"electron transport protein SCO1/2, putative",0,0
Tb927.7.240,"gene_product=40S ribosomal protein S33, putative",17.069,0.91501,6611900,15.70438161,-0.128140584,Tb927.7.240:mRNA,"40S ribosomal protein S33, putative",0,0
Tb927.7.5020,"gene_product=60S ribosomal protein L19, putative",7.86,0.91499,13897000,16.44718355,-0.128172119,Tb927.7.5020:mRNA,"60S ribosomal protein L19, putative",0,0
Tb927.3.3220,"gene_product=RNA polymerase-associated protein CTR9, putative",9.7988,0.91488,998320,13.81382915,-0.12834557,Tb927.3.3220:mRNA,"RNA polymerase-associated protein CTR9, putative",0,0
Tb927.3.5070,"gene_product=hypothetical protein, conserved",6.2165,0.91448,912850,13.72432685,-0.128976477,Tb927.3.5070:mRNA,"hypothetical protein, conserved",0,0
Tb927.1.1930,"gene_product=phosphatidylinositol 3-kinase, putative",5.5145,0.91436,275100,12.52488995,-0.129165803,Tb927.1.1930:mRNA,"phosphatidylinositol 3-kinase, putative",0,0
Tb927.5.3590,"gene_product=Putative zinc finger motif, C2HC5-type/ASCH domain containing protein, putative",44.228,0.91412,7718800,15.85916947,-0.129544529,Tb927.5.3590:mRNA,"Putative zinc finger motif, C2HC5-type/ASCH domain containing protein, putative",0,0
Tb927.7.290,"gene_product=leucine-rich repeat protein 1 (LRRP1), putative",56.793,0.91405,1948400,14.48251908,-0.12965501,Tb927.7.290:mRNA,"leucine-rich repeat protein 1 (LRRP1), putative",0,0
Tb927.10.4460,"gene_product=leucine carboxyl methyltransferase, putative",3.219,0.91382,418570,12.94459942,-0.130018077,Tb927.10.4460:mRNA,"leucine carboxyl methyltransferase, putative",0,0
Tb927.9.13320,"gene_product=hypothetical protein, conserved",8.9512,0.91257,959890,13.77457397,-0.131992868,Tb927.9.13320:mRNA,"hypothetical protein, conserved",0,0
Tb927.8.3810,"gene_product=hypothetical protein, conserved",8.0692,0.91237,1142700,13.94890444,-0.132309085,Tb927.8.3810:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.5820,gene_product=predicted RanGDP binding protein,33.254,0.91237,3620100,15.10201221,-0.132309085,Tb927.10.5820:mRNA,predicted RanGDP binding protein,0,0
Tb927.9.7190,"gene_product=oxidoreductase, putative",12.937,0.9119,4148400,15.23823328,-0.133052469,Tb927.9.7190:mRNA,"Trans-2-enoyl-ACP reductase 1, putative",0,1
Tb927.10.1930,"gene_product=hypothetical protein, conserved",4.1399,0.91104,275870,12.52768502,-0.134413697,Tb927.10.1930:mRNA,"hypothetical protein, conserved",0,1
Tb927.8.7200,"gene_product=Region in Clathrin and VPS, putative",17.083,0.91103,1917900,14.4667414,-0.134429532,Tb927.8.7200:mRNA,"Region in Clathrin and VPS, putative",0,0
Tb927.7.6180,"gene_product=hypothetical protein, conserved",33.261,0.91099,2904200,14.88166852,-0.134492877,Tb927.7.6180:mRNA,"hypothetical protein, conserved",0,0
Tb927.1.1370,"gene_product=rRNA biogenesis protein, putative",12.156,0.91086,654440,13.39153519,-0.134698767,Tb927.1.1370:mRNA,"rRNA biogenesis protein, putative",0,0
Tb927.1.4420,"gene_product=ABC transporter, putative",14.991,0.91084,1874900,14.44406588,-0.134730445,Tb927.1.4420:mRNA,"ABC transporter, putative",0,0
Tb927.7.930,gene_product=zinc finger CCCH domain containing protein 17,9.1748,0.9104,666980,13.41051534,-0.135427537,Tb927.7.930:mRNA,zinc finger CCCH domain containing protein 17,0,0
Tb927.9.5520,"gene_product=ubiquitin carboxyl-terminal hydrolase, putative",12.631,0.91016,3327200,15.01764167,-0.135807911,Tb927.9.5520:mRNA,"ubiquitin carboxyl-terminal hydrolase, putative",0,0
Tb927.8.7100,gene_product=acetyl-CoA carboxylase,89.625,0.91014,11799000,16.28352534,-0.135839614,Tb927.8.7100:mRNA,acetyl-CoA carboxylase,0,0
Tb927.9.5590,gene_product=DNA topoisomerase ii,61.242,0.90995,3257700,14.99653198,-0.136140821,Tb927.9.5590:mRNA,DNA topoisomerase ii,0,0
Tb927.4.3620,"gene_product=serine threonine-protein phosphatase PP1, putative",18.071,0.90986,2880700,14.87354388,-0.13628352,Tb927.4.3620:mRNA,"serine threonine-protein phosphatase PP1, putative",0,0
Tb927.11.4820,"gene_product=60S ribosomal protein L17, putative",2.6625,0.90982,1149200,13.95457661,-0.136346946,Tb927.11.4820:mRNA,"60S ribosomal protein L17, putative",0,0
Tb927.6.4540,"gene_product=3-hydroxy-3-methylglutaryl-CoA reductase, putative",27.322,0.90935,11877000,16.29011431,-0.137092414,Tb927.6.4540:mRNA,"3-hydroxy-3-methylglutaryl-CoA reductase, putative",1,0
Tb927.11.6300,"gene_product=40S ribosomal protein S5, putative",8.5048,0.90896,3746900,15.13643939,-0.137711287,Tb927.11.6300:mRNA,"40S ribosomal protein S5, putative",0,0
Tb927.8.4580,gene_product=Basal body protein,5.854,0.90895,966180,13.78110543,-0.137727159,Tb927.8.4580:mRNA,Basal body protein,0,0
Tb927.11.670,gene_product=epsinR,18.161,0.90885,4165000,15.24222683,-0.137885889,Tb927.11.670:mRNA,epsinR,0,0
Tb927.11.6790,gene_product=predicted WD40 repeat protein,3.6821,0.90847,1917100,14.46632419,-0.138489221,Tb927.11.6790:mRNA,predicted WD40 repeat protein,0,0
Tb927.11.11370,gene_product=receptor for activated C kinase 1,183.36,0.90829,234190000,19.27164331,-0.138775098,Tb927.11.11370:mRNA,receptor for activated C kinase 1,0,0
Tb927.11.9220,gene_product=proteasome regulatory non-ATP-ase subunit 2,61.724,0.90815,12569000,16.34674402,-0.138997486,Tb927.11.9220:mRNA,proteasome regulatory non-ATP-ase subunit 2,0,0
Tb927.10.6780,"gene_product=vacuolar protein sorting-associated protein 45, putative",9.2998,0.90814,583430,13.27667976,-0.139013373,Tb927.10.6780:mRNA,"vacuolar protein sorting-associated protein 45, putative",0,0
Tb927.10.14730,"gene_product=chaperone protein DnaJ, putative",40.633,0.90806,3598100,15.09591649,-0.139140468,Tb927.10.14730:mRNA,"chaperone protein DnaJ, putative",0,0
Tb927.6.1500,gene_product=alkyl-dihydroxyacetone phosphate synthase,40.829,0.90762,8902500,16.00184269,-0.139839695,Tb927.6.1500:mRNA,alkyl-dihydroxyacetone phosphate synthase,0,0
Tb927.5.1140,gene_product=choline/ethanolamine kinase,40.41,0.90739,3210600,14.98196839,-0.140205335,Tb927.5.1140:mRNA,choline/ethanolamine kinase,0,0
Tb927.10.9910,"gene_product=PSP1 C-terminal conserved region, putative",18.879,0.90718,3948100,15.18874501,-0.14053926,Tb927.10.9910:mRNA,"PSP1 C-terminal conserved region, putative",0,0
Tb927.9.8880,gene_product=actin B,170.55,0.90717,70372000,18.06930601,-0.140555164,Tb927.9.8880:mRNA,actin B,0,0
Tb927.11.1010,"gene_product=chaperone protein DnaJ, putative",11.775,0.90692,418920,12.94543525,-0.1409528,Tb927.11.1010:mRNA,"chaperone protein DnaJ, putative",1,0
Tb927.10.1550,gene_product=proteasome regulatory non-ATP-ase subunit 5,23.15,0.90689,3950700,15.18940334,-0.141000523,Tb927.10.1550:mRNA,proteasome regulatory non-ATP-ase subunit 5,0,0
Tb927.11.12230,gene_product=ATP-dependent protease ATPase subunit HslU2,89.541,0.9062,4169300,15.24325871,-0.142098604,Tb927.11.12230:mRNA,ATP-dependent protease ATPase subunit HslU2,0,1
Tb927.4.3740,gene_product=flagellar attachment zone protein 1,30.814,0.90618,1880000,14.44678233,-0.142130445,Tb927.4.3740:mRNA,flagellar attachment zone protein 1,0,0
Tb927.3.970,"gene_product=NAD binding domain of 6-phosphogluconate dehydrogenase/NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase, putative",7.3451,0.90605,1650200,14.31640705,-0.142337428,Tb927.3.970:mRNA,"Mitochondrial SSU ribosomal protein, putative",0,0
Tb927.4.4720,"gene_product=hypothetical protein, conserved",14.541,0.90602,1409500,14.15874559,-0.142385197,Tb927.4.4720:mRNA,kinetoplast ribosomal PPR-repeat containing protein 7,0,0
Tb927.8.3530,"gene_product=glycerol-3-phosphate dehydrogenase [NAD+], glycosomal",76.472,0.9059,109350000,18.51006431,-0.142576291,Tb927.8.3530:mRNA,"glycerol-3-phosphate dehydrogenase [NAD+], glycosomal",0,1
Tb927.4.4550,"gene_product=hypothetical protein, conserved",3.6385,0.90576,390030,12.87397894,-0.142799266,Tb927.4.4550:mRNA,"hypothetical protein, conserved",0,0
Tb927.9.3760,gene_product=Nucleoporin GLE2,21.983,0.905,4258100,15.26433361,-0.144010303,Tb927.9.3760:mRNA,Nucleoporin GLE2,0,0
Tb927.3.2490,"gene_product=hypothetical protein, conserved",21.435,0.90495,2541100,14.74810762,-0.144090012,Tb927.3.2490:mRNA,"hypothetical protein, conserved",0,0
Tb927.6.2190,"gene_product=hypothetical protein, conserved",4.3378,0.90481,446760,13.00977682,-0.144313221,Tb927.6.2190:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.2990,gene_product=nuclear cap binding complex subunit CBP110,37.186,0.90458,1526700,14.2386191,-0.144679996,Tb927.10.2990:mRNA,nuclear cap binding complex subunit CBP110,0,0
Tb927.10.2570,"gene_product=lysosomal alpha-mannosidase precursor, putative",16.45,0.90457,1476800,14.20538814,-0.144695945,Tb927.10.2570:mRNA,"lysosomal alpha-mannosidase precursor, putative",0,1
Tb927.11.16480,"gene_product=enoyl-CoA hydratase/isomerase family protein, putative",32.293,0.90384,1431200,14.17402381,-0.145860689,Tb927.11.16480:mRNA,"enoyl-CoA hydratase/isomerase family protein, putative",0,0
Tb927.7.2580,"gene_product=zinc finger protein family member, putative",7.5896,0.90374,966620,13.78156073,-0.146020316,Tb927.7.2580:mRNA,"zinc finger protein family member, putative",0,0
Tb927.11.400,"gene_product=Protein of unknown function (DUF1308), putative",5.1228,0.90352,366760,12.81246296,-0.146371558,Tb927.11.400:mRNA,"Protein of unknown function (DUF1308), putative",0,0
Tb927.10.2240,"gene_product=hypothetical protein, conserved",156,0.90267,38676000,17.47072981,-0.147729434,Tb927.10.2240:mRNA,RNA binding protein,0,0
Tb927.1.4760,"gene_product=Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2, putative",8.7338,0.90213,1114200,13.92364722,-0.148592749,Tb927.1.4760:mRNA,"Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2, putative",0,0
Tb927.3.3320,"gene_product=60S ribosomal protein L13, putative",34.952,0.90196,17829000,16.6963369,-0.14886464,Tb927.3.3320:mRNA,"60S ribosomal protein L13, putative",0,0
Tb927.7.1050,"gene_product=40S ribosomal protein S16, putative",26.108,0.90174,15928000,16.58358912,-0.149216576,Tb927.7.1050:mRNA,"40S ribosomal protein S16, putative",0,0
Tb927.10.7060,gene_product=Nucleoporin NUP96,10.463,0.90138,2740300,14.82357796,-0.149792655,Tb927.10.7060:mRNA,Nucleoporin NUP96,0,0
Tb927.11.14190,"gene_product=Staphylococcal nuclease homologue/Tudor domain containing protein, putative",7.2383,0.90105,417360,12.94170444,-0.15032093,Tb927.11.14190:mRNA,"Staphylococcal nuclease homologue/Tudor domain containing protein, putative",0,0
Tb927.3.5050,gene_product=60S ribosomal protein L4,82.454,0.90079,36812000,17.42133444,-0.150737283,Tb927.3.5050:mRNA,60S ribosomal protein L4,0,0
Tb927.7.210,"gene_product=Proline dehydrogenase, mitochondrial",46.256,0.90071,18350000,16.72514013,-0.150865416,Tb927.7.210:mRNA,"Proline dehydrogenase, mitochondrial",0,0
Tb927.5.1320,gene_product=Kinetochore interacting protein 2,6.0243,0.90022,1059400,13.87321327,-0.151650478,Tb927.5.1320:mRNA,Kinetochore interacting protein 2,0,0
Tb927.9.5890,"gene_product=solanesyl-diphosphate synthase, putative",31.288,0.90008,4703000,15.36371116,-0.15187486,Tb927.9.5890:mRNA,"solanesyl-diphosphate synthase, putative",0,0
Tb927.11.2910,"gene_product=phosphoglycerate mutase, putative",23.542,0.89972,4377000,15.29187412,-0.152452002,Tb927.11.2910:mRNA,"phosphoglycerate mutase, putative",0,0
Tb927.11.3740,gene_product=proteasome regulatory ATPase subunit 2,26.733,0.89944,12618000,16.35063492,-0.15290105,Tb927.11.3740:mRNA,proteasome regulatory ATPase subunit 2,0,0
Tb927.3.3540,gene_product=Nucleoporin NUP53b,3.0019,0.8993,339620,12.73558262,-0.153125626,Tb927.3.3540:mRNA,Nucleoporin NUP53b,0,0
Tb927.4.4570,"gene_product=hypothetical protein, conserved",38.28,0.89916,1137300,13.94416759,-0.153350238,Tb927.4.4570:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.8880,"gene_product=tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family, putative",69.925,0.89887,7981900,15.89268704,-0.153815615,Tb927.11.8880:mRNA,"tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family, putative",0,0
Tb927.3.2280,"gene_product=vacuolar sorting protein 33 , putative",13.416,0.89853,1046400,13.86086626,-0.154361422,Tb927.3.2280:mRNA,"vacuolar sorting protein 33 , putative",0,0
Tb927.1.1340,"gene_product=Quinonprotein alcohol dehydrogenase-like protein, putative",30.912,0.89766,2090500,14.55291383,-0.155758985,Tb927.1.1340:mRNA,"Quinonprotein alcohol dehydrogenase-like protein, putative",0,0
Tb927.11.16670,"gene_product=hypothetical protein, conserved",16.592,0.89759,2664800,14.79563957,-0.155871492,Tb927.11.16670:mRNA,"hypothetical protein, conserved",0,1
Tb927.4.3890,"gene_product=ATP-dependent RNA helicase, putative",21.489,0.89748,2860400,14.86647203,-0.156048306,Tb927.4.3890:mRNA,"ATP-dependent RNA helicase, putative",0,0
Tb927.11.14730,"gene_product=Metalloprotease M41 FtsH, putative",20.149,0.89638,821020,13.61830275,-0.157817635,Tb927.11.14730:mRNA,"Metalloprotease M41 FtsH, putative",1,0
Tb927.9.13520,gene_product=Importin 1,9.0635,0.8962,923160,13.73555785,-0.158107368,Tb927.9.13520:mRNA,Importin 1,0,1
Tb927.10.12660,gene_product=pumilio/PUF RNA binding protein 2,22.706,0.89472,3732400,15.13256202,-0.160491829,Tb927.10.12660:mRNA,pumilio/PUF RNA binding protein 2,0,0
Tb927.9.11270,"gene_product=t- complex protein 1 (eta subunit), putative",74.803,0.89383,23757000,16.98338778,-0.161927628,Tb927.9.11270:mRNA,"t- complex protein 1 (eta subunit), putative",0,0
Tb927.5.1490,gene_product=Eukaryotic translation initiation factor 4 gamma 1,13.847,0.89347,4472100,15.31336865,-0.162508806,Tb927.5.1490:mRNA,Eukaryotic translation initiation factor 4 gamma 1,0,0
Tb927.3.3130,gene_product=Present in the outer mitochondrial membrane proteome 24,55.162,0.89319,9428500,16.05924758,-0.162960996,Tb927.3.3130:mRNA,Present in the outer mitochondrial membrane proteome 24,1,1
Tb927.10.9820,"gene_product=mitochondrial intermediate peptidase, putative",16.114,0.89305,3179500,14.97223451,-0.163187144,Tb927.10.9820:mRNA,"mitochondrial intermediate peptidase, putative",0,1
Tb927.6.2150,"gene_product=cell division cycle protein 16 homolog, putative",27.866,0.89223,3629300,15.10455035,-0.164512437,Tb927.6.2150:mRNA,"cell division cycle protein 16 homolog, putative",0,0
Tb927.3.5490,gene_product=Putative intraflagellar transport protein B2,16.497,0.89207,1051900,13.86610861,-0.164771173,Tb927.3.5490:mRNA,Putative intraflagellar transport protein B2,0,1
Tb927.10.10410,"gene_product=DNA replication licensing factor MCM8, putative",9.483,0.89154,1412600,14.16094254,-0.165628567,Tb927.10.10410:mRNA,"DNA replication licensing factor MCM8, putative",0,0
Tb927.4.2110,"gene_product=protein phosphatase 2C, putative",46.38,0.89032,3143700,14.96091101,-0.16760413,Tb927.4.2110:mRNA,"protein phosphatase 2C, putative",0,0
Tb927.7.5630,"gene_product=hypothetical protein, conserved",11.363,0.89011,804750,13.59828695,-0.167944459,Tb927.7.5630:mRNA,"hypothetical protein, conserved",0,1
Tb927.11.11780,"gene_product=acyl-CoA dehydrogenase, putative",23.522,0.8898,3345700,15.0231865,-0.168446996,Tb927.11.11780:mRNA,"acyl-CoA dehydrogenase, putative",0,0
Tb927.11.11770,gene_product=Eukaryotic translation initiation factor 4E-3,14.237,0.88948,3627500,15.10405426,-0.168965928,Tb927.11.11770:mRNA,Eukaryotic translation initiation factor 4E-3,0,0
Tb927.11.6370,"gene_product=leucine-rich repeat protein (LRRP), putative",5.7356,0.88929,3253800,14.9953341,-0.169274132,Tb927.11.6370:mRNA,"leucine-rich repeat protein (LRRP), putative",0,0
Tb927.7.3170,"gene_product=Beta-lactamase superfamily domain containing protein, putative",13.379,0.88923,1719300,14.35742779,-0.169371473,Tb927.7.3170:mRNA,"Beta-lactamase superfamily domain containing protein, putative",0,0
Tb927.11.17000,"gene_product=leucine-rich repeat protein (LRRP), putative",127.69,0.88888,25976000,17.07268359,-0.169939428,Tb927.11.17000:mRNA,AIR9-like protein,0,0
Tb927.6.2440,"gene_product=Mo25-like, putative",45.952,0.88858,918680,13.73069314,-0.170426425,Tb927.6.2440:mRNA,"Mo25-like, putative",0,0
Tb927.3.3850,gene_product=COPII coat assembly protein sec16,12.614,0.88853,510610,13.14336137,-0.170507607,Tb927.3.3850:mRNA,COPII coat assembly protein sec16,0,0
Tb927.5.940,"gene_product=NADH-dependent fumarate reductase, putative",6.5702,0.88772,1823500,14.41626829,-0.171823394,Tb927.5.940:mRNA,"NADH-dependent fumarate reductase, putative",1,0
Tb11.v5.0713,"gene_product=retrotransposon hot spot (RHS) protein, putative",53.117,0.88705,23363000,16.96666413,-0.172912668,Tb11.v5.0713.1,"retrotransposon hot spot (RHS) protein, putative",0,0
Tb927.8.2240,gene_product=Tryptophanyl-tRNA synthetase 2,60.039,0.88583,3632500,15.10543167,-0.174898238,Tb927.8.2240:mRNA,Tryptophanyl-tRNA synthetase 2,0,0
Tb927.7.2410,"gene_product=Dynamin family, putative",54.92,0.88555,2877500,14.87243242,-0.175354328,Tb927.7.2410:mRNA,"Dynamin family, putative",0,0
